HTC,1 200,Зеленоград,https://www.avito.ru/moskva_zelenograd/telefony/htc_1785144436
Телефон HTC,200,Бибирево,https://www.avito.ru/moskva/telefony/telefon_htc_1951548121
HTC Desire 601 + чехол,2 700,Планерная,https://www.avito.ru/moskva/telefony/htc_desire_601_chehol_1849653651
HTC HD2,890,Новогиреево,https://www.avito.ru/moskva/telefony/htc_hd2_1876469577
HTC radar c110e,350,ВДНХ,https://www.avito.ru/moskva/telefony/htc_radar_c110e_1696630795
Телефон HTC desire C,800,Алма-Атинская,https://www.avito.ru/moskva/telefony/telefon_htc_desire_c_1940833216
Зарядные устройства для HTC (Оригинал),200,Ховрино,https://www.avito.ru/moskva/telefony/zaryadnye_ustroystva_dlya_htc_original_1827186847
HTC Media Link HD DG300,500,Первомайская,https://www.avito.ru/moskva/telefony/htc_media_link_hd_dg300_1949725524
Уникальный аппарат htc touch,1 000,Новые Черемушки,https://www.avito.ru/moskva/telefony/unikalnyy_apparat_htc_touch_894524159
HTC Desire V RUS после падения не очнулся,1 000,Чертановская,https://www.avito.ru/moskva/telefony/htc_desire_v_rus_posle_padeniya_ne_ochnulsya_873137696
HTC P3300 gps-коммуникатор телефон,400,Войковская,https://www.avito.ru/moskva/telefony/htc_p3300_gps-kommunikator_telefon_1942199173
"HTC Gratia, HTC One V, Galaxy S3 mini",1 500,Царицыно,https://www.avito.ru/moskva/telefony/htc_gratia_htc_one_v_galaxy_s3_mini_1917539702
Htc m7,1 500,Выставочная,https://www.avito.ru/moskva/telefony/htc_m7_1768383323
Смартфон HTC Sense 4.0,2 000,Ясенево,https://www.avito.ru/moskva/telefony/smartfon_htc_sense_4.0_1880726571
Телефон HTC 5555 HD mini black,700,р-н Южное Бутово,https://www.avito.ru/moskva/telefony/telefon_htc_5555_hd_mini_black_1975978558
Телефон HTC,1 300,Строгино,https://www.avito.ru/moskva/telefony/telefon_htc_1870566146
HTC Incredible S,1 300,Молодежная,https://www.avito.ru/moskva/telefony/htc_incredible_s_1773293711
HTC Desire S,2 000,Площадь революции,https://www.avito.ru/moskva/telefony/htc_desire_s_1051583389
HTC Windows Phone 8S,1 500,Волоколамская,https://www.avito.ru/moskva/telefony/htc_windows_phone_8s_1843271295
Телефон HTC One S,2 990,Нагатинская,https://www.avito.ru/moskva/telefony/telefon_htc_one_s_1930337069
HTC disire SV материнская плата и другое,700,Шипиловская,https://www.avito.ru/moskva/telefony/htc_disire_sv_materinskaya_plata_i_drugoe_1859933589
HTC U11 6/128 RED,16 000,Пражская,https://www.avito.ru/moskva/telefony/htc_u11_6128_red_1952012355
Телефон HTC m9,4 000,Севастопольская,https://www.avito.ru/moskva/telefony/telefon_htc_m9_1951019028
Телефон HTC desire s на запчасти,500,Новые Черемушки,https://www.avito.ru/moskva/telefony/telefon_htc_desire_s_na_zapchasti_1939252913
Смартфон HTC WildFire S (черный),1 800,Хорошевская,https://www.avito.ru/moskva/telefony/smartfon_htc_wildfire_s_chernyy_943593034
HTC U11 Plus translucent black RAM 6gb 64gb,18 500,Речной вокзал,https://www.avito.ru/moskva/telefony/htc_u11_plus_translucent_black_ram_6gb_64gb_1467780891
HTC OneX,1 700,Белорусская,https://www.avito.ru/moskva/telefony/htc_onex_1331051316
HTC wildfire,3 000,Текстильщики,https://www.avito.ru/moskva/telefony/htc_wildfire_1172412467
Телефон HTC,500,Проспект Вернадского,https://www.avito.ru/moskva/telefony/telefon_htc_1955323296
Телефон htc one,1 000,Ховрино,https://www.avito.ru/moskva/telefony/telefon_htc_one_1957765071
Задняя крышка HTC U12 Plus черная,1 700,Парк культуры,https://www.avito.ru/moskva/telefony/zadnyaya_kryshka_htc_u12_plus_chernaya_1975847766
HTC,400,Бабушкинская,https://www.avito.ru/moskva/telefony/htc_1021019913
Смартфон HTC Desire 626,3 900,Шипиловская,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_626_1924569429
Телефон HTC,1 500,Лермонтовский проспект,https://www.avito.ru/moskva/telefony/telefon_htc_1925108840
Телефон HTC HD mini T5555 с чехлом krusell,500,Коммунарка,https://www.avito.ru/moskva/telefony/telefon_htc_hd_mini_t5555_s_chehlom_krusell_1914211153
Телефоны HTC 3 модели,300,Хорошево,https://www.avito.ru/moskva/telefony/telefony_htc_3_modeli_1927202727
Телефон HTC D 820 на запчасти,500,Филевский парк,https://www.avito.ru/moskva/telefony/telefon_htc_d_820_na_zapchasti_1975260317
Смартфон HTC Touch2,1 500,Мичуринский проспект,https://www.avito.ru/moskva/telefony/smartfon_htc_touch2_1860689047
HTC 10,9 500,Селигерская,https://www.avito.ru/moskva/telefony/htc_10_1967173672
HTC Titan,500,Бульвар адмирала Ушакова,https://www.avito.ru/moskva/telefony/htc_titan_1804785408
Смартфон HTC Desire 12,2 500,Сокол,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_12_1903283051
Htc incredible s (на запчасти),800,Технопарк,https://www.avito.ru/moskva/telefony/htc_incredible_s_na_zapchasti_1532488878
Htc 8s,1 500,Варшавская,https://www.avito.ru/moskva/telefony/htc_8s_1866553199
Смартфон HTC one 7m,1 500,Планерная,https://www.avito.ru/moskva/telefony/smartfon_htc_one_7m_1776924726
HTC 10,1 000,Выхино,https://www.avito.ru/moskva/telefony/htc_10_1918572820
HTC Incredible S,1 950,Шипиловская,https://www.avito.ru/moskva/telefony/htc_incredible_s_818354214
HTC Desire S (Kodak Grey) S510e,2 000,Октябрьское поле,https://www.avito.ru/moskva/telefony/htc_desire_s_kodak_grey_s510e_1437288413
Телефон HTC Desire 626G dual sim,3 990,Нагатинская,https://www.avito.ru/moskva/telefony/telefon_htc_desire_626g_dual_sim_1930636077
HTC Wildfire S A510e,1 600,Зеленоград,https://www.avito.ru/moskva_zelenograd/telefony/htc_wildfire_s_a510e_999495670?slocation=637640
HTC Desire 628 Dual Sim,4 000,Шипиловская,https://www.avito.ru/moskva/telefony/htc_desire_628_dual_sim_1179699644
Телефон HTC desire 626 dual sim,5 000,Профсоюзная,https://www.avito.ru/moskva/telefony/telefon_htc_desire_626_dual_sim_1978404498
Телефон HTC Sensation XE,999,Юго-Западная,https://www.avito.ru/moskva/telefony/telefon_htc_sensation_xe_1907058238
Htc hero a6262,700,Охотный ряд,https://www.avito.ru/moskva/telefony/htc_hero_a6262_1937786785
Телефон HTC ChaCha,500,Студенческая,https://www.avito.ru/moskva/telefony/telefon_htc_chacha_1861094146
Телефон HTC Desire S бу,800,р-н Северный,https://www.avito.ru/moskva/telefony/telefon_htc_desire_s_bu_1018310727
HTC Touch2,2 000,Беляево,https://www.avito.ru/moskva/telefony/htc_touch2_1847664154
Htc one,3 000,Первомайская,https://www.avito.ru/moskva/telefony/htc_one_1500936152
Телефон HTC P3400,700,Кутузовская,https://www.avito.ru/moskva/telefony/telefon_htc_p3400_1877206361
Htc gratia,1 100,Беломорская,https://www.avito.ru/moskva/telefony/htc_gratia_1848840139
HTC Desire 616 Dual Sim,3 300,Шипиловская,https://www.avito.ru/moskva/telefony/htc_desire_616_dual_sim_1281550520
HTC One M8,1 000,Выхино,https://www.avito.ru/moskva/telefony/htc_one_m8_903551083
Htc wildfire s,1 000,Коньково,https://www.avito.ru/moskva/telefony/htc_wildfire_s_891334917
Дисплеи на все модели HTC,600,Южная,https://www.avito.ru/moskva/telefony/displei_na_vse_modeli_htc_1808416833
Смартфон HTC Explorer A310e,5 000,Чистые пруды,https://www.avito.ru/moskva/telefony/smartfon_htc_explorer_a310e_986764952
Телефон HTC one dual sim,1 000,Багратионовская,https://www.avito.ru/moskva/telefony/telefon_htc_one_dual_sim_1961263880
Htc desire,1 499,Ховрино,https://www.avito.ru/moskva/telefony/htc_desire_1872120096
Телефон HTC m8,2 992,Ленинский проспект,https://www.avito.ru/moskva/telefony/telefon_htc_m8_1887872565
Htc 310 dual sim,300,Тушинская,https://www.avito.ru/moskva/telefony/htc_310_dual_sim_1980352566
HTC EVO 3D X515n,5 500,Зеленоград,https://www.avito.ru/moskva_zelenograd/telefony/htc_evo_3d_x515n_1030806289?slocation=637640
"Аккумулятор для HTC Wildfire 3,7V 2450mAh",400,Новопеределкино,https://www.avito.ru/moskva/telefony/akkumulyator_dlya_htc_wildfire_37v_2450mah_1077524065
Телефон HTC Desire 700 Dual sim 7060 обмен,1 800,Люблино,https://www.avito.ru/moskva/telefony/telefon_htc_desire_700_dual_sim_7060_obmen_1868365627
HTC One Dual Sim рст б/у,8 500,ЦСКА,https://www.avito.ru/moskva/telefony/htc_one_dual_sim_rst_bu_463316849
HTC One S,600,Щелковская,https://www.avito.ru/moskva/telefony/htc_one_s_1793680748
HTC Desire 300,500,Первомайская,https://www.avito.ru/moskva/telefony/htc_desire_300_1981681950
HTC MAX 4G,1 200,Шипиловская,https://www.avito.ru/moskva/telefony/htc_max_4g_1386053692
Телефон HTC one mini2,6 500,р-н Северный,https://www.avito.ru/moskva/telefony/telefon_htc_one_mini2_1980507485
Камера основная для смартфона HTC ONE M7,500,Бауманская,https://www.avito.ru/moskva/telefony/kamera_osnovnaya_dlya_smartfona_htc_one_m7_1858064773
"Три телефон Huavei TRT-AL00, HTC, K-touch",2 000,Улица Горчакова,https://www.avito.ru/moskva/telefony/tri_telefon_huavei_trt-al00_htc_k-touch_1268340045
HTC Sensation XE,500,Зеленоград,https://www.avito.ru/moskva_zelenograd/telefony/htc_sensation_xe_855110716
Телефон HTC Desire 326G dual sim,2 500,Зеленоград,https://www.avito.ru/moskva_zelenograd/telefony/telefon_htc_desire_326g_dual_sim_1887138363
Дисплей с тачскрином HTC U12 Plus,5 300,Парк культуры,https://www.avito.ru/moskva/telefony/displey_s_tachskrinom_htc_u12_plus_1975034360
Htc touch 3g (на запчасти),500,ВДНХ,https://www.avito.ru/moskva/telefony/htc_touch_3g_na_zapchasti_1901311748
HTC one M7,4 499,Беляево,https://www.avito.ru/moskva/telefony/htc_one_m7_1051881738
HTC desire 526G Dual sim,2 000,Профсоюзная,https://www.avito.ru/moskva/telefony/htc_desire_526g_dual_sim_1787521555
Телефон HTC desire S,3 000,Новокосино,https://www.avito.ru/moskva/telefony/telefon_htc_desire_s_1925512843
Телефон HTC One M7,4 000,Люблино,https://www.avito.ru/moskva/telefony/telefon_htc_one_m7_1938960134
HTC Desire 530,1 500,Кантемировская,https://www.avito.ru/moskva/telefony/htc_desire_530_1954784102
Телефон HTC Sensation на детали,500,Щукинская,https://www.avito.ru/moskva/telefony/telefon_htc_sensation_na_detali_1936838277
HTC,999,Алтуфьево,https://www.avito.ru/moskva/telefony/htc_1575795537
Телефон HTC Sensation XE,600,Авиамоторная,https://www.avito.ru/moskva/telefony/telefon_htc_sensation_xe_1952407219
HTC One M9,1 000,Выхино,https://www.avito.ru/moskva/telefony/htc_one_m9_923405261
HTC,1 000,Селигерская,https://www.avito.ru/moskva/telefony/htc_1252699838
Телефон HTC Desire 200 Rus,750,Зеленоград,https://www.avito.ru/moskva_zelenograd/telefony/telefon_htc_desire_200_rus_1914274719?slocation=637640
HTC A9 Silver,16 999,Савеловская,https://www.avito.ru/moskva/telefony/htc_a9_silver_1067101547
Телефон htc,400,Раменки,https://www.avito.ru/moskva/telefony/telefon_htc_1919794766
Телефон HTC Desire HD,1 000,Коломенская,https://www.avito.ru/moskva/telefony/telefon_htc_desire_hd_1955161122
HTC HD mini T5555 читайте описание,300,Сходненская,https://www.avito.ru/moskva/telefony/htc_hd_mini_t5555_chitayte_opisanie_1963566365
HTC ONE dual SIM,3 500,Домодедовская,https://www.avito.ru/moskva/telefony/htc_one_dual_sim_1115192685
HTC-2 сим,1 100,Каширская,https://www.avito.ru/moskva/telefony/htc-2_sim_906293358
Аккумулятор HTC One M9/HTC One M9+ (HTC B0PGE100),500,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_one_m9htc_one_m9_htc_b0pge100_775577336
HTC Incredible-S,1 500,Пражская,https://www.avito.ru/moskva/telefony/htc_incredible-s_1307440781
Аккумулятор HTC Desire 728/HTC One E9 (B0PJX100),500,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_728htc_one_e9_b0pjx100_775656326
Телефон HTC 10,2 500,Улица 1905 года,https://www.avito.ru/moskva/telefony/telefon_htc_10_1918191354
HTC Desire S S510e в рабочем состоянии,700,Кожуховская,https://www.avito.ru/moskva/telefony/htc_desire_s_s510e_v_rabochem_sostoyanii_1548798564
HTC desire A8181,700,Измайловская,https://www.avito.ru/moskva/telefony/htc_desire_a8181_913100770
HTC ONE dual SIM,3 500,Домодедовская,https://www.avito.ru/moskva/telefony/htc_one_dual_sim_1115192685
HTC Desire S (Kodak Grey) S510e,2 000,Октябрьское поле,https://www.avito.ru/moskva/telefony/htc_desire_s_kodak_grey_s510e_1437288413
Телефон HTC,4 000,Юго-Западная,https://www.avito.ru/moskva/telefony/telefon_htc_1966435504
Смартфон htc,250,Рижская,https://www.avito.ru/moskva/telefony/smartfon_htc_1972523017
Смартфон HTC Sensation,2 000,Красносельская,https://www.avito.ru/moskva/telefony/smartfon_htc_sensation_838925248
Телефон HTC HD2,500,Алтуфьево,https://www.avito.ru/moskva/telefony/telefon_htc_hd2_1926904701
Телефон htc,500,Преображенская площадь,https://www.avito.ru/moskva/telefony/telefon_htc_1917936197
HTC MAX 4G,1 200,Шипиловская,https://www.avito.ru/moskva/telefony/htc_max_4g_1386053692
HTC 10,9 500,Селигерская,https://www.avito.ru/moskva/telefony/htc_10_1967173672
Аккумулятор HTC Desire V/HTC Desire X (BL11100),500,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_vhtc_desire_x_bl11100_775476820
Аккумулятор HTC One M8/HTC One M8 Dual (B0P6B100),500,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_one_m8htc_one_m8_dual_b0p6b100_775573421
HTC one m8,700,Ростокино,https://www.avito.ru/moskva/telefony/htc_one_m8_1945405937
Телефон HTC Sensation XE,600,Авиамоторная,https://www.avito.ru/moskva/telefony/telefon_htc_sensation_xe_1952407219
HTC One Dual Sim,3 000,Улица Горчакова,https://www.avito.ru/moskva/telefony/htc_one_dual_sim_1970779233
Телефон htc one x10,5 000,Кузьминки,https://www.avito.ru/moskva/telefony/telefon_htc_one_x10_1867241660
HTC Desire 616 duail sim RUS,1 800,Рязанский проспект,https://www.avito.ru/moskva/telefony/htc_desire_616_duail_sim_rus_1917912473
HTC,500,Селигерская,https://www.avito.ru/moskva/telefony/htc_645169845
HTC PLO1100,1 500,Новокосино,https://www.avito.ru/moskva/telefony/htc_plo1100_634157522
Телефон HTC Desire S бу,800,р-н Северный,https://www.avito.ru/moskva/telefony/telefon_htc_desire_s_bu_1018310727
HTC Desire 628 Dual Sim,4 000,Шипиловская,https://www.avito.ru/moskva/telefony/htc_desire_628_dual_sim_1179699644
Дисплей HTC One M10,950,Савеловская,https://www.avito.ru/moskva/telefony/displey_htc_one_m10_1934689846
"HTC Desire white рст, тайвань",99,Юго-Западная,https://www.avito.ru/moskva/telefony/htc_desire_white_rst_tayvan_230084978
HTC Windows 8X,1 300,Алтуфьево,https://www.avito.ru/moskva/telefony/htc_windows_8x_1413244373
Смартфон HTC Desire S,300,Петровско-Разумовская,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_s_1955545773
Телефон HTC,1 500,Площадь революции,https://www.avito.ru/moskva/telefony/telefon_htc_1945058746
Телефон HTC,200,Домодедовская,https://www.avito.ru/moskva/telefony/telefon_htc_1857409840
Телефон HTC Desire 820,4 000,Славянский бульвар,https://www.avito.ru/moskva/telefony/telefon_htc_desire_820_1970253372
Телефон HTC,1 500,Черкизовская,https://www.avito.ru/moskva/telefony/telefon_htc_1905304602
HTC обмен или продажа,4 000,Домодедовская,https://www.avito.ru/moskva/telefony/htc_obmen_ili_prodazha_424112885
HTC One X beatsaudio,1 500,Локомотив,https://www.avito.ru/moskva/telefony/htc_one_x_beatsaudio_1244489315
Смартфон HTC Explorer A310e,5 000,Чистые пруды,https://www.avito.ru/moskva/telefony/smartfon_htc_explorer_a310e_986764952
Htc incredible s (на запчасти),800,Технопарк,https://www.avito.ru/moskva/telefony/htc_incredible_s_na_zapchasti_1532488878
Телефон HTC,250,Строгино,https://www.avito.ru/moskva/telefony/telefon_htc_1975174373
HTC Wildfire,750,Текстильщики,https://www.avito.ru/moskva/telefony/htc_wildfire_1774066013
Htc,100,Китай-город,https://www.avito.ru/moskva/telefony/htc_1904384157
HTC Sensation,1 000,Щелковская,https://www.avito.ru/moskva/telefony/htc_sensation_1926209508
Телефон HTC,1 400,Медведково,https://www.avito.ru/moskva/telefony/telefon_htc_1772420580
Телефон HTC touch diamond,700,Теплый стан,https://www.avito.ru/moskva/telefony/telefon_htc_touch_diamond_1129595615
HTC,1 000,Ясенево,https://www.avito.ru/moskva/telefony/htc_1015949755
HTC Wildfire и Huawei Ascend Y511,500,Выхино,https://www.avito.ru/moskva/telefony/htc_wildfire_i_huawei_ascend_y511_713332202
Телефон HTC One X,2 000,Зеленоград,https://www.avito.ru/moskva_zelenograd/telefony/telefon_htc_one_x_1870753394?slocation=637640
Смартфон htc desire hd,300,Перово,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_hd_1967744580
Аккумулятор HTC Desire 500/One SV (HTC BM60100),500,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_500one_sv_htc_bm60100_775634781
HTC,100,Щелковская,https://www.avito.ru/moskva/telefony/htc_951400382
"Телефон HTC, под восстановление или на запчасти",300,Некрасовка,https://www.avito.ru/moskva/telefony/telefon_htc_pod_vosstanovlenie_ili_na_zapchasti_1920347768
HTC One S,700,Медведково,https://www.avito.ru/moskva/telefony/htc_one_s_1913144278
HTC Desire S,600,Свиблово,https://www.avito.ru/moskva/telefony/htc_desire_s_1824472970
HTC Desire 616 dual sim на запчасти,500,Планерная,https://www.avito.ru/moskva/telefony/htc_desire_616_dual_sim_na_zapchasti_1887289402
Htc radar,1 000,Бабушкинская,https://www.avito.ru/moskva/telefony/htc_radar_1876558020
"Оригинальный HTC One (M7, 801s) Micro USB",700,Новокосино,https://www.avito.ru/moskva/telefony/originalnyy_htc_one_m7_801s_micro_usb_1810481275
Htc desire 516 dual sim,Бесплатно,Кантемировская,https://www.avito.ru/moskva/telefony/htc_desire_516_dual_sim_1947998244
Дисплей HTC One M10,950,Савеловская,https://www.avito.ru/moskva/telefony/displey_htc_one_m10_1934689846
Телефон HTC 830,2 000,Южная,https://www.avito.ru/moskva/telefony/telefon_htc_830_1912876886
Телефон HTC,1 400,Медведково,https://www.avito.ru/moskva/telefony/telefon_htc_1772420580
Телефон HTC,250,Строгино,https://www.avito.ru/moskva/telefony/telefon_htc_1975174373
HTC One E8 White. Односимочный абсолютно новый,15 000,Речной вокзал,https://www.avito.ru/moskva/telefony/htc_one_e8_white._odnosimochnyy_absolyutno_novyy_532220703
Телефон HTC Desire HD A9191,2 990,Нагатинская,https://www.avito.ru/moskva/telefony/telefon_htc_desire_hd_a9191_1930314134
Телефон HTC,1 500,Площадь революции,https://www.avito.ru/moskva/telefony/telefon_htc_1945058746
HTC One X beatsaudio,1 500,Локомотив,https://www.avito.ru/moskva/telefony/htc_one_x_beatsaudio_1244489315
Телефон HTC,1 500,Черкизовская,https://www.avito.ru/moskva/telefony/telefon_htc_1905304602
HTC One S,700,Медведково,https://www.avito.ru/moskva/telefony/htc_one_s_1913144278
HTC,500,Селигерская,https://www.avito.ru/moskva/telefony/htc_645169845
Смартфон htc desire hd,300,Перово,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_hd_1967744580
Телефон HTC touch diamond,700,Теплый стан,https://www.avito.ru/moskva/telefony/telefon_htc_touch_diamond_1129595615
HTC One Dual Sim,3 900,ВДНХ,https://www.avito.ru/moskva/telefony/htc_one_dual_sim_1928428550
"Оригинальный HTC One (M7, 801s) Micro USB",700,Новокосино,https://www.avito.ru/moskva/telefony/originalnyy_htc_one_m7_801s_micro_usb_1810481275
Аккумулятор HTC Desire 500/One SV (HTC BM60100),500,Савеловская,https://www.avito.ru/moskva/telefony/akkumulyator_htc_desire_500one_sv_htc_bm60100_775634781
Телефон смартфон HTC Sensation,950,Бибирево,https://www.avito.ru/moskva/telefony/telefon_smartfon_htc_sensation_1848012443
"HTC one Mini 2,рст",1 499,Выхино,https://www.avito.ru/moskva/telefony/htc_one_mini_2rst_1878920990
Смартфон HTC Desire 620,5 000,Митино,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_620_1821013534
Смартфон HTC Wildfire,600,Петровско-Разумовская,https://www.avito.ru/moskva/telefony/smartfon_htc_wildfire_1955515397
2 телефона HTC работающие,2 500,Достоевская,https://www.avito.ru/moskva/telefony/2_telefona_htc_rabotayuschie_1940290963
HTC U Play 64 gb dual sim,10 000,Преображенская площадь,https://www.avito.ru/moskva/telefony/htc_u_play_64_gb_dual_sim_1906579896
HTC Sensation,800,Коньково,https://www.avito.ru/moskva/telefony/htc_sensation_1013891612
HTC 10,3 500,Деловой центр,https://www.avito.ru/moskva/telefony/htc_10_1271035056
Htc,100,Китай-город,https://www.avito.ru/moskva/telefony/htc_1904384157
HTC Desire 601,2 500,Кропоткинская,https://www.avito.ru/moskva/telefony/htc_desire_601_1947428166
Телефон HTC,500,Текстильщики,https://www.avito.ru/moskva/telefony/telefon_htc_1871655264
Телефон HTC,500,Кантемировская,https://www.avito.ru/moskva/telefony/telefon_htc_1836361427
"Телефон HTC, под восстановление или на запчасти",300,Некрасовка,https://www.avito.ru/moskva/telefony/telefon_htc_pod_vosstanovlenie_ili_na_zapchasti_1920347768
Телефон HTC One X,2 000,Зеленоград,https://www.avito.ru/moskva_zelenograd/telefony/telefon_htc_one_x_1870753394?slocation=637640
Смартфон HTC Desire 500 dual,3 000,Войковская,https://www.avito.ru/moskva/telefony/smartfon_htc_desire_500_dual_882492762
HTC,100,Щелковская,https://www.avito.ru/moskva/telefony/htc_951400382
Телефон HTC Incredible S,1 200,Сокольники,https://www.avito.ru/moskva/telefony/telefon_htc_incredible_s_1924282036
Дисплей HTC U12,2 870,Савеловская,https://www.avito.ru/moskva/telefony/displey_htc_u12_1934049898
Телефон HTC Desire 526G,1 000,Царицыно,https://www.avito.ru/moskva/telefony/telefon_htc_desire_526g_1899143010
